STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;eor
       1526;19500519;    5;   0.0;   0;   0;eor
       1526;19500520;    5;   0.0;   0;   0;eor
       1526;19500521;    5;   0.0;   0;   0;eor
       1526;19500522;    5;   0.6;   1;   0;eor
       1526;19500523;    5;  14.1;   1;   0;eor
       1526;19500524;    5;   0.4;   1;   0;eor
       1526;19500525;    5;  13.1;   1;   0;eor
       1526;19500526;    5;  11.7;   1;   0;eor
       1526;19500527;    5;  15.2;   1;   0;eor
       1526;19500528;    5;   3.3;   1;   0;eor
       1526;19500529;    5;   0.0;   0;   0;eor
       1526;19500530;    5;   0.0;   0;   0;eor
       1526;19500531;    5;   0.0;   0;   0;eor
       1526;19500601;    5;   0.0;   0;   0;eor
       1526;19500602;    5;   0.0;   0;   0;eor
       1526;19500603;    5;   0.0;   0;   0;eor
       1526;19500604;    5;   0.0;   0;   0;eor
       1526;19500605;    5;   0.0;   0;   0;eor
       1526;19500606;    5;   0.0;   0;   0;eor
       1526;19500607;    5;   0.0;   0;   0;eor
       1526;19500608;    5;   1.0;   1;   0;eor
       1526;19500609;    5;   0.2;   1;   0;eor
       1526;19500610;    5;   0.0;   0;   0;eor
       1526;19500611;    5;   0.0;   0;   0;eor
       1526;19500612;    5;   0.0;   0;   0;eor
       1526;19500613;    5;   0.0;   0;   0;eor
       1526;19500614;    5;   3.7;   1;   0;eor
       1526;19500615;    5;   2.0;   1;   0;eor
       1526;19500616;    5;   4.9;   1;   0;eor
       1526;19500617;    5;   0.0;   0;   0;eor
       1526;19500618;    5;   0.0;   0;   0;eor
       1526;19500619;    5;   0.0;   0;   0;eor
       1526;19500620;    5;   7.2;   1;   0;eor
       1526;19500621;    5;   0.0;   0;   0;eor
       1526;19500622;    5;   0.8;   1;   0;eor
       1526;19500623;    5;  13.1;   1;   0;eor
       1526;19500624;    5;   0.0;   0;   0;eor
       1526;19500625;    5;  24.6;   1;   0;eor
       1526;19500626;    5;   0.7;   1;   0;eor
       1526;19500627;    5;   0.0;   0;   0;eor
       1526;19500628;    5;   0.0;   0;   0;eor
       1526;19500629;    5;   0.0;   0;   0;eor
       1526;19500630;    5;  12.7;   1;   0;eor
